shap_sample_idx,cluster,pca_x,pca_y
33225,1,8.940571,1.19247
32404,4,-4.6190376,4.163577
30484,4,-4.232944,4.102704
150224,4,-4.368147,3.9127705
162267,3,-2.5804732,-1.3888166
147687,4,-4.242689,3.5810444
190897,4,-4.038148,3.9207091
144922,4,-4.185662,3.819997
118071,3,-2.8119674,-4.503844
109016,0,-3.4984603,-7.424256
84705,4,-4.2289095,3.9245915
168664,1,8.452628,1.2485954
180376,0,-3.6857636,-8.39163
168821,1,8.494938,1.3849578
192468,3,-2.392395,-2.9610171
10093,1,8.568928,1.0091891
16196,1,8.672008,0.95721704
158529,3,-2.725015,-2.734905
100214,2,-4.5850425,3.0887265
107915,0,-3.677491,-8.93436
11421,4,-3.849339,3.121572
154657,1,8.850551,1.0775256
100974,0,-3.173794,-8.129478
115749,4,-4.353361,3.7813218
36854,0,-3.6470687,-8.808159
7755,1,8.722333,1.0128324
174700,1,8.314778,0.14810063
131524,0,-3.9676428,-6.414147
89209,3,-2.5864344,-1.5152488
149416,1,8.575101,1.243204
18025,1,8.812621,1.0462712
22513,1,6.0261602,-5.2540874
15141,4,-4.263298,3.8444755
148070,1,8.852412,0.98653007
50385,4,-4.4181433,3.770035
33820,1,8.872511,1.1635691
19461,4,-4.519296,3.7873666
97898,0,-3.51153,-7.5765433
151454,2,-4.1818776,2.5418756
154057,3,-2.2420745,-1.8376166
98031,0,-3.4361508,-8.930528
32252,1,5.9694767,-5.199746
153047,1,7.845476,0.753017
171649,3,-2.744563,-1.1803049
89023,4,-4.118277,4.0727572
181842,4,-4.5560246,4.244095
160501,1,8.709786,0.48549435
102829,3,-2.5730965,-2.57956
154859,4,-4.434524,4.153922
90573,1,8.920461,0.8642593
92429,4,-4.546137,4.0800133
174203,3,-2.7721837,-1.165587
94279,1,8.271717,0.20994832
74134,1,7.9351864,0.0774382
152406,4,-4.607937,4.006443
98069,4,-4.5963874,4.071311
141214,1,8.5991,1.2487366
104847,2,-4.6579747,2.703347
36587,0,-3.5653324,-7.928803
153574,1,8.387478,0.73287266
96547,2,-4.184885,2.4847028
38139,2,-4.3958325,2.5559595
11703,3,-2.6682487,-1.7500262
159329,1,8.742963,1.129765
26668,2,-4.476912,2.5932734
171828,1,5.3373866,-3.9268315
154654,2,-4.310378,2.6827505
79989,3,-2.944481,-3.086219
117334,4,-4.3958426,4.0145044
163348,1,8.472425,0.1915231
171527,4,-4.5466638,3.9048085
14208,1,8.956121,1.0511417
111602,2,-4.4323516,2.4604897
163380,4,-4.403955,4.065622
24879,1,8.762929,1.3612365
32135,2,-4.4761643,2.9442854
97218,0,-3.159404,-8.220954
111725,4,-4.509638,4.0630856
161171,2,-4.4102745,2.4273129
149505,1,8.514862,1.230303
26878,2,-4.389021,2.525319
76914,1,8.507882,-0.3098429
158721,4,-4.2416644,3.7828164
170987,1,8.184992,0.13214788
183668,2,-4.25806,2.4854538
28436,1,8.557945,0.08054035
179423,2,-4.637706,2.3205128
10766,4,-4.2135706,3.5164835
37271,2,-4.0999775,3.040712
15592,2,-4.401381,2.5008419
156288,1,8.525961,1.209445
101002,2,-4.5260696,2.7192693
38902,4,-5.3549423,3.8470423
19096,1,8.531999,1.2207615
83208,4,-4.4798584,4.1001606
115532,0,-3.193228,-8.073546
90980,1,6.0588355,-3.2960958
20839,4,-5.2192817,3.8357038
137419,3,-2.9382913,-3.072235
153588,1,8.599011,1.7291847
149859,4,-4.350284,4.0403323
36826,0,-3.4313247,-7.222958
143290,0,-2.9418435,-3.3225098
81534,1,8.043439,0.045703463
153437,4,-4.3863354,3.6988356
105634,2,-4.4311285,2.5699177
99571,0,-3.3064234,-7.803699
18604,3,-2.611789,-1.9690981
83139,2,-4.38207,2.5393353
91254,0,-3.5147948,-8.714782
28488,3,-2.8138719,-3.3783176
183119,1,8.375524,0.715846
113152,0,-3.8697388,-8.302051
102130,2,-4.4660673,2.298466
162623,1,8.37905,0.3071101
86310,1,8.805929,1.181637
34536,0,-3.6630697,-8.581203
174639,4,-4.155819,3.8842976
186939,2,-4.364833,2.3786094
158760,4,-4.3468256,3.9129224
98564,0,-3.5419595,-7.447139
18531,0,-3.3364916,-7.9837723
87247,1,7.9830666,-0.13398844
82877,1,8.6792,0.9685196
173142,4,-4.5833635,4.0918336
160237,4,-4.5942426,4.060807
117134,2,-4.203164,3.0924528
17574,0,-3.2528803,-8.242742
15463,4,-4.4603977,4.200724
42302,4,-4.4570594,3.9392583
169202,2,-4.6404395,3.0698411
99604,4,-4.637074,3.494886
88647,2,-4.594497,2.3765996
162677,4,-4.600007,4.049048
12116,4,-4.029253,3.9852128
16267,4,-4.572269,3.729704
94017,1,8.840553,1.4170839
12552,1,8.342603,0.15424272
190006,1,5.5432673,-4.6248417
75406,4,-4.3739552,3.937525
83737,1,8.801125,1.0012208
25293,4,-4.6116533,3.7348936
116024,0,-2.9204695,-7.249969
147412,1,8.84207,0.83300984
45337,0,-2.945954,-7.257883
173444,4,-4.3519406,3.71199
60588,4,-4.2470245,3.7604015
84411,1,8.831798,1.1092145
110353,4,-4.4795804,3.9707131
7168,1,8.609831,1.0530152
173165,2,-4.69456,2.5164976
14179,1,8.403577,0.917232
116827,1,8.836903,1.1526952
162786,3,-2.7170708,-1.6861671
29422,0,-3.3417623,-7.7963743
29224,1,8.888038,1.1706563
21026,1,8.513263,0.9715963
159637,1,8.392204,-0.14047296
144799,4,-4.3049855,3.5026987
9739,1,7.862382,-0.119941294
7724,1,8.327601,0.030679505
26846,0,-3.7074728,-8.743221
178948,2,-3.9442909,2.3134682
84966,1,8.305142,0.0011193512
48273,0,-3.478071,-8.984678
13606,4,-4.423584,4.182733
83189,4,-4.5914235,4.0217824
100956,0,-3.7177281,-8.554056
134050,0,-2.916122,-6.3783216
7985,2,-3.98942,2.2678409
3197,4,-4.199294,3.5426047
98953,4,-4.618201,4.0096617
162600,1,8.574865,0.90566915
147991,2,-4.172237,2.3451912
176966,4,-4.7676816,4.243641
39005,4,-4.3426313,3.7666607
113673,1,8.495041,-0.07100461
156943,1,8.632398,1.3243135
97220,0,-3.7228885,-8.749494
98358,1,8.858418,1.1923827
151183,3,-2.606044,-2.5552437
146361,1,8.530614,1.0969725
113154,0,-3.1939797,-8.0466
35625,4,-4.406403,4.0852256
64277,0,-3.2239974,-6.58756
116611,2,-4.702024,2.3409302
177330,4,-4.56476,3.6512864
111955,0,-3.643813,-8.790811
90554,1,9.0536175,0.92657447
57385,0,-3.071948,-6.6168776
24178,4,-4.4848027,3.955624
149900,2,-3.9293947,2.2124066
145138,4,-4.3532376,3.81601
15145,1,8.762003,1.3511237
44544,3,-2.292673,-2.9089568
173117,2,-5.184536,2.2157285
18831,0,-3.656174,-8.594599
115406,4,-4.234959,3.78783
42292,1,8.535727,0.89378715
174616,2,-4.825567,2.1366763
89070,4,-4.3870673,4.0652013
31733,4,-4.5660563,3.6197207
29409,0,-3.4528246,-7.6770716
13001,2,-4.474302,2.5560226
23361,2,-4.6333437,3.0637767
16925,2,-4.185026,2.8857582
11919,4,-4.446322,4.174361
153795,1,8.271341,1.0374315
179528,4,-4.412977,3.89657
114241,0,-3.1921706,-8.216217
30022,0,-3.104175,-6.962872
77402,3,-2.9248705,-2.6792717
163495,1,8.440454,-0.10591245
135812,0,-3.6140504,-6.8075595
150360,2,-4.2987337,2.9183142
117893,3,-3.4856331,-4.1562433
168408,4,-4.4828234,4.0782356
115438,1,7.7080507,0.25261122
29442,0,-3.3391213,-7.730202
93511,4,-4.4420295,3.9844775
85789,3,-2.5746233,-2.156654
17840,4,-4.3424234,4.000761
92189,2,-4.4585323,3.1249049
150997,4,-4.402438,3.896718
92940,1,6.0740705,-3.8512673
51854,2,-4.184657,2.7603586
157953,4,-3.8546543,3.8367262
81324,1,8.512015,1.1606735
109018,0,-3.3800945,-7.58159
189780,2,-4.4324737,2.631465
12960,4,-4.6183,4.0764666
72364,1,8.049864,0.18291809
20770,0,-3.537998,-8.490139
176768,2,-4.5776935,3.1295867
24474,2,-4.755221,3.5223727
175507,4,-4.5721173,3.8249211
159286,4,-4.207813,4.049178
80779,2,-4.2397404,2.3841386
153790,1,8.051806,0.050112635
182811,3,-2.520632,-2.802836
149762,1,8.394888,0.87718064
41235,0,-3.0576837,-7.123515
90392,0,-3.279135,-7.411249
177582,1,8.551321,0.054927543
41402,2,-4.108322,2.480547
100380,4,-4.5521626,4.097413
88786,2,-4.464198,2.353229
39251,4,-4.5297766,3.6859143
44208,0,-3.4440176,-7.5819454
45697,1,8.657246,0.81299853
187447,4,-4.2796497,4.0672565
159168,1,8.550472,1.114204
167279,1,8.781499,1.2497832
91324,4,-3.9842124,3.7020571
12086,1,8.729595,1.1178265
15583,4,-4.4118433,4.1011806
2496,2,-4.162837,2.6454802
90673,1,8.653938,0.28454188
162895,1,8.853264,0.876817
78131,1,8.661529,1.4205409
82376,3,-2.763764,-2.0757556
156580,2,-4.273977,2.2854614
129808,0,-3.09134,-6.593196
75335,4,-4.344913,4.019851
115665,1,8.2556305,0.16610135
183530,0,-3.3118558,-7.205742
49218,4,-4.359955,3.8730693
80706,1,8.455939,0.56797
23806,4,-4.428538,4.1883926
103548,0,-3.627545,-8.957104
190366,1,8.436858,0.797389
103337,4,-4.5297804,4.1422257
21161,0,-3.627095,-8.752976
169300,2,-3.8287396,2.4509718
71612,1,8.732601,0.72373146
41244,0,-3.514808,-7.3640738
154819,4,-4.383601,3.9819217
153182,3,-3.4832644,-3.3265936
131521,0,-4.132493,-6.71543
100660,0,-3.5418317,-7.3772917
91939,2,-4.340111,2.901379
36701,1,8.584685,0.986154
131172,0,-3.2996745,-7.228795
85332,2,-4.552005,3.0432453
21202,0,-3.5979981,-8.891933
9859,4,-4.5516934,4.198504
182247,3,-2.8260899,-2.5893538
43004,0,-3.250519,-7.4152865
79892,2,-4.3636556,3.1282926
22472,1,5.836804,-5.2958555
149581,1,8.451328,0.6126872
119938,2,-4.3107157,2.0574045
17016,0,-3.38075,-7.8429227
88681,4,-4.472582,3.9457173
16622,4,-4.5200825,4.126904
96873,1,8.860231,0.9037153
165737,2,-4.4890575,2.3782055
165222,1,8.60356,0.88498527
103975,2,-4.35392,2.5765443
136464,0,-3.4646275,-7.5445213
80499,1,8.608735,1.3528159
11376,1,8.365647,0.103595175
123545,4,-4.108523,3.9348593
83766,1,8.690293,0.9075021
87510,4,-4.4772143,3.7971249
163538,1,8.954786,1.1812981
13303,4,-4.4329944,3.328241
17290,3,-2.8070252,-3.7758744
60106,0,-2.7989264,-6.5817795
72825,1,8.035453,0.1306719
21457,4,-4.392659,4.2527404
114904,2,-4.2527943,3.1935089
166321,4,-4.5290265,4.149093
10697,1,6.2423434,-3.762193
88875,1,8.547677,1.4441068
122723,1,8.253567,-0.012682195
96503,2,-3.8680887,2.357303
150213,4,-4.5656753,4.023119
160363,2,-4.1504836,2.1950428
37319,4,-4.4530897,4.3099146
146395,4,-4.1690736,3.9525254
79959,1,8.5953665,1.0368153
84114,4,-4.0634027,3.7985568
177683,1,8.823136,0.9281177
191088,1,8.9903,0.9910145
162644,1,8.966628,1.1297805
25073,4,-4.665497,3.7241416
164121,2,-4.3782096,2.753641
9890,1,8.9053545,0.87160647
183531,0,-3.4413195,-7.2832193
14685,2,-4.265852,2.446366
113388,0,-3.6522872,-8.473488
97116,0,-3.5455146,-8.583048
44843,0,-3.463661,-7.427717
174613,1,6.19756,-3.741905
37190,4,-4.0630684,3.8407934
35816,1,6.122084,-4.804301
175584,4,-4.608019,3.6074827
149171,4,-4.2537756,3.9782844
97180,0,-3.3444624,-8.430523
12928,1,6.110599,-2.4489129
5944,4,-4.42063,4.0481606
62549,0,-2.8275492,-6.5715814
112045,0,-3.4644172,-7.8635335
6410,1,8.143015,0.10840106
149840,2,-4.0607023,2.8993838
188732,1,8.725828,0.86579424
45466,1,8.609281,0.89942425
113584,0,-3.5579097,-7.5067263
107858,0,-3.5885234,-8.752641
12705,1,8.267528,0.34203875
94640,4,-4.517276,3.9302456
152408,4,-4.491756,3.951936
99001,1,8.938022,1.0854074
146559,2,-4.2026243,2.0967674
84257,1,8.664137,1.3328984
156316,1,8.513562,-0.40243468
42241,4,-4.434596,3.9202511
18526,0,-3.3592446,-8.026153
47860,4,-4.1345873,3.8621252
15941,1,5.411674,-4.1322684
84036,4,-4.2171636,4.260517
27952,1,8.361524,0.17884558
44804,0,-2.9834995,-7.334102
186102,2,-4.4066358,2.904665
43284,1,6.0096974,-3.624987
149722,2,-4.178382,2.4309533
150460,3,-2.527446,-2.757373
77290,2,-4.252131,2.3639534
82836,3,-2.8929925,-2.3617198
97630,1,8.559098,0.7927011
96467,1,8.139779,0.19894032
147990,4,-4.365408,4.0897684
109820,0,-3.179677,-7.3504257
88915,3,-2.5881953,-1.4798492
13035,1,8.560322,0.5330282
173180,2,-5.2892942,2.4350336
7339,1,8.806729,1.1187739
11104,1,8.078794,1.1431267
186909,0,-3.7193036,-8.701713
110128,0,-3.4030104,-7.310092
111087,2,-4.288952,2.5193832
30146,4,-4.1981826,3.6192067
169063,2,-4.4758377,2.783036
123837,3,-3.1413774,-3.024634
96828,1,8.807062,0.87260675
12256,1,8.266553,-0.077429764
9347,1,8.311981,1.2328652
92071,1,8.708895,-0.02552258
165412,2,-4.211968,2.4875464
95854,1,8.27862,1.1911005
188881,3,-2.123523,-3.1765323
113426,1,8.789821,1.2246208
123565,4,-4.365991,4.0164666
26723,2,-4.3322186,2.5058696
164820,4,-4.565367,4.1475196
42211,1,8.719516,0.9983138
142264,0,-3.345304,-7.3790445
61156,1,8.117746,-0.273763
153416,4,-4.3307533,3.9859893
85175,4,-4.38832,4.091163
167431,1,8.695114,1.0418733
181006,0,-3.7781944,-8.147806
70031,0,-2.7703176,-6.1372
178856,3,-2.6806452,-2.885794
99718,0,-3.328577,-7.1532807
94932,2,-4.3424993,2.5271008
86450,4,-4.573461,3.8828776
76971,1,8.924135,0.7044809
106044,0,-3.4444482,-8.9122095
156728,1,8.082367,-0.035632435
23148,4,-4.5399847,4.212147
137662,2,-4.3044386,2.2656968
112751,4,-4.061692,3.3888197
165693,3,-2.9034142,-2.3518827
27044,0,-3.6681376,-8.58495
35187,1,8.604501,1.499685
189651,4,-4.293795,4.0949283
69660,3,-2.075048,-3.1358533
75161,4,-4.384785,4.2239594
98235,1,8.329311,0.013983519
178884,3,-3.0153923,-2.2354448
119334,2,-4.3712554,2.4931624
145191,4,-4.362432,3.8699865
75545,4,-5.355454,3.949679
112305,0,-3.5040588,-8.699554
148128,4,-4.390216,4.0287175
108815,3,-3.1849957,-4.654903
107392,4,-4.429231,3.6667557
110688,2,-4.5044847,2.4464307
164408,1,8.884439,1.0921938
77364,3,-2.8219402,-1.4367682
112737,1,8.662476,1.2512368
10908,1,8.509571,1.044619
161211,1,8.820644,1.1064813
4891,3,-2.2443573,-1.53233
11029,3,-2.676698,-1.7657582
79481,1,8.741314,1.1457074
150731,4,-4.348861,3.9639556
167382,1,8.281817,0.471707
180893,4,-4.5691133,3.76495
50983,2,-4.2951365,2.2571876
29689,2,-4.6080484,3.2280972
23849,2,-4.5962043,3.3122978
162024,1,8.19348,-0.103034735
57962,3,-2.7307193,-2.96653
57536,3,-3.0913274,-4.366056
12104,1,8.536244,0.7476666
94489,4,-4.2391253,3.425552
52707,4,-4.314456,3.6570024
110448,4,-4.360319,3.6176312
19141,4,-4.2771025,3.6452127
174409,3,-2.9349775,-2.4736013
113613,0,-3.4135232,-7.458188
155668,1,8.662526,1.0999876
24873,1,8.309538,0.83179426
163943,4,-4.4841776,4.0820456
104984,4,-4.397536,4.110304
160629,4,-4.41159,3.9005775
87454,1,8.9272785,0.88416785
49198,4,-4.340879,3.7007632
150890,3,-2.719712,-2.691713
100857,1,6.176898,-4.903712
147689,1,8.103633,-0.052877557
17987,3,-3.732281,-1.6128066
16907,4,-4.7229853,4.0937433
156501,4,-4.0310807,3.85268
156221,1,8.746765,1.1346388
22288,0,-3.3725803,-7.177853
74612,4,-3.8039343,3.1750019
182234,1,8.334029,0.59178627
181884,4,-4.4665804,4.1702957
14237,1,8.796439,0.41606915
177580,1,8.210357,0.23908441
3196,1,8.121391,1.0173131
159837,1,8.683189,0.93206745
29415,0,-3.2427804,-7.761436
187556,0,-3.6480038,-8.550812
51533,1,8.842849,0.9906798
14219,1,8.693423,0.45495108
104752,2,-4.494005,3.1507106
144929,4,-4.168175,3.7962925
191093,1,8.813131,0.94103384
48834,1,8.785131,1.0563202
153584,1,8.661085,1.686694
62391,4,-4.015613,3.5669212
101766,2,-4.126602,2.3837457
36642,2,-5.0136905,2.7788086
162168,1,8.7585,1.3306587
45932,2,-5.1425896,2.198548
169566,1,8.459964,0.61718774
49853,1,8.693243,0.96096104
180734,0,-3.678954,-8.498601
168050,2,-4.3879786,2.4673002
9351,3,-2.947648,-1.2218422
161223,2,-4.3863044,2.700679
27084,0,-2.9347181,-7.23545
19205,4,-4.586008,4.1785865
11855,1,8.641815,1.1243347
1251,4,-4.4745893,3.9176495
16608,4,-4.3700495,4.12477
106513,4,-4.366646,3.5274954
180596,1,8.544181,1.1324685
37284,1,8.574951,0.8631478
103562,0,-3.1866467,-8.471636
14423,1,8.60207,0.72266644
86872,4,-4.380787,3.9049594
137112,3,-2.6706011,-2.4816837
43406,4,-4.5346017,3.9636135
117892,3,-3.4146788,-4.051235
85960,4,-4.4579835,3.8079941
111514,0,-3.6790352,-8.940587
90933,4,-4.457326,4.0442786
87275,1,9.094355,1.061045
137666,4,-4.385174,3.8298645
165884,1,8.452774,0.6296678
178246,4,-4.531185,4.0503383
14160,4,-4.410132,3.7671807
37465,1,8.652122,0.35922575
10714,1,8.794012,1.3095963
29583,0,-3.361082,-7.336689
80817,2,-4.230431,2.5257611
147600,4,-4.2295732,3.3602684
180994,0,-3.7509444,-8.417459
150932,2,-4.3634844,2.9895208
110222,0,-3.618121,-8.4931555
88434,4,-4.30528,3.7524729
169375,4,-4.5457764,4.0253057
183976,1,6.0442357,-3.362683
98058,4,-4.4882765,3.6844475
164825,4,-4.5687084,4.1744246
21016,1,8.448504,1.382658
98917,1,8.812894,0.9276104
83188,4,-4.5134177,3.930413
44752,0,-3.5454702,-8.967587
167557,4,-4.3353267,3.8695471
141948,2,-4.4428325,2.4444697
96728,0,-3.5697842,-8.637698
167974,2,-4.483722,2.5280094
94524,4,-4.460959,4.162014
21749,4,-4.442604,3.7279115
81853,3,-2.7006054,-1.1506466
108933,0,-3.0659766,-7.997466
103382,4,-4.4318514,3.6549864
95725,3,-2.8159385,-2.9194107
26264,1,6.1796207,-4.8955717
149442,1,8.3757305,0.78714234
186041,0,-3.523208,-8.82235
156138,2,-4.101952,2.3964145
96875,1,8.360672,-0.35265118
166019,3,-2.709868,-1.1840988
27506,4,-4.578933,4.165297
27372,3,-2.7640467,-3.0453742
30801,4,-4.5332794,4.213387
106840,4,-4.2957544,4.129525
79941,1,8.147338,0.23018745
18510,0,-3.4504325,-7.896884
157320,1,8.29675,-0.2902869
26101,4,-4.353595,3.6651638
98926,2,-4.487706,2.5933747
182336,0,-3.7216556,-8.600829
157101,1,6.1372213,-2.7411861
94904,3,-3.4955235,-2.770035
14097,1,8.66279,0.69004434
91132,3,-2.4083688,-2.1923509
82379,2,-4.284156,2.4491253
31695,2,-5.195732,2.2605102
48469,1,8.336,0.024559898
113276,1,8.504451,1.1103008
156826,1,8.496708,1.0399103
183656,2,-4.8921456,2.2633379
88811,4,-4.514308,3.6187835
51232,1,5.426939,-4.5296063
95775,1,8.824216,1.3204571
3752,1,8.236479,0.08876704
183195,4,-4.289185,3.967777
149571,4,-4.323341,4.0958714
151015,1,8.7072735,1.268526
90917,0,-3.1574476,-8.142321
153999,4,-4.228759,4.010288
174833,2,-4.6571403,3.3863142
78146,1,7.9842825,-0.020479565
20964,4,-4.3756313,4.0006585
103751,2,-4.2220974,2.596418
18789,0,-3.376982,-7.865913
158709,2,-4.4420767,2.9785233
48742,0,-3.2043655,-8.019294
189918,4,-4.3054976,4.0811186
5808,2,-4.290765,2.6067672
142930,4,-4.009982,3.6471384
154902,4,-4.405671,3.9835072
166180,2,-4.399194,2.56783
82611,3,-2.837384,-1.3283973
17966,0,-3.3004122,-7.5460453
99258,4,-4.2619185,3.7265015
14869,0,-3.377884,-8.87887
90996,1,8.454414,0.07185234
69586,1,5.549875,-3.8076303
101593,1,8.970544,1.118526
161484,1,8.900227,1.0729762
20855,2,-4.175822,3.1309075
69837,1,8.0858135,-0.14328036
93699,4,-4.750915,3.6941335
175346,4,-4.6223392,3.868716
36590,0,-3.5434134,-7.874205
8228,1,8.343809,-0.020277169
137314,0,-3.1576877,-6.333075
80498,1,8.527777,1.189441
80729,1,8.233061,0.15636915
102717,2,-4.3590393,2.5311716
30067,1,8.402635,0.17194104
134,4,-4.0605536,3.3677275
178044,2,-4.547209,2.471236
119984,3,-2.8290854,-2.6358225
25458,2,-4.558609,3.0622385
91047,1,8.429742,0.8494347
43797,1,6.2536316,-3.768574
53964,3,-3.125128,-2.725987
171686,3,-2.9390507,-1.252941
190645,1,8.421229,1.1758873
36926,1,8.173508,0.07741715
92694,1,8.777781,1.3458132
115653,2,-4.5623255,3.0967748
7641,2,-4.3441954,2.3863287
13478,1,8.689229,1.090202
190126,1,8.283286,1.141372
158725,4,-4.3536696,4.0956607
118093,4,-4.404102,3.884574
102063,4,-4.715752,4.092104
2315,1,8.839583,1.1458182
44675,3,-2.339803,-3.1715186
96950,4,-4.399256,4.2717285
148031,3,-2.6131384,-1.6191903
42818,2,-4.178679,2.6114552
38619,1,8.719236,1.0335565
20259,4,-4.58338,4.376677
10571,4,-4.3451157,3.9283838
99481,0,-3.0488565,-7.193394
149676,4,-4.2079597,3.8194005
3809,1,8.965104,1.1260297
86838,2,-5.1987195,2.9031782
11673,4,-4.3907337,4.060875
108644,3,-2.7208276,-2.6235552
115262,0,-3.195367,-8.489922
100411,2,-4.241373,2.6998441
85742,1,8.829229,0.80388033
88158,4,-4.3836493,3.886586
170770,2,-4.3266516,2.3649883
72695,4,-4.350679,3.9691567
72411,1,8.350932,1.5299721
190299,1,7.9083667,0.23178068
183940,2,-4.3540096,2.7709532
25954,0,-3.5934002,-8.891595
180205,2,-4.551576,2.9928966
119475,4,-4.3557777,3.8407187
36541,0,-3.0343947,-8.509784
70237,0,-2.4688475,-4.9927664
148200,4,-4.4634,3.8579755
111499,3,-2.8335066,-3.571477
90609,1,8.998895,0.90999687
118112,4,-4.4345055,3.818426
4056,4,-4.190834,3.8862443
905,4,-4.1473103,4.020081
89504,2,-4.4928164,2.3887825
135811,0,-3.4049082,-7.015525
16877,3,-2.8599591,-2.3252587
176365,3,-2.7160358,-1.9440928
47859,4,-3.7341502,3.1679165
37534,1,8.57204,0.4426194
181323,1,8.578779,1.1469499
115351,2,-4.5634656,2.9722548
82429,4,-4.361107,3.617144
188766,4,-4.259336,3.7609026
188614,3,-2.7361133,-2.968488
176063,2,-4.1808786,2.6353827
174334,2,-4.578778,2.9548175
15200,1,5.901217,-4.232639
173467,4,-4.584839,4.219453
99256,1,8.346814,0.2647077
5291,3,-2.8850143,-2.9195278
168404,4,-4.441809,4.0161166
163117,4,-4.264213,3.7610564
19835,0,-3.6139848,-7.5192294
183231,4,-4.264205,3.9505694
87880,2,-4.5125575,3.0159314
145135,4,-4.5236216,3.9357986
88376,1,8.757977,0.65321827
169664,4,-4.3996177,3.6384914
180606,1,8.448059,1.2292571
51337,2,-4.380665,3.2789702
15423,4,-4.4036846,4.132482
155158,4,-4.485531,3.7824197
154717,4,-4.4561524,4.0897455
112924,2,-4.224805,2.6641045
31243,2,-4.3930774,3.0056963
48342,0,-3.137516,-8.41929
147018,1,8.631448,0.98176205
160733,2,-4.4767785,2.516092
184044,3,-2.761265,-3.1194031
175616,2,-4.0990973,2.5335028
27386,4,-4.4562945,3.8649442
187843,2,-4.423741,3.105019
24935,0,-3.4424665,-9.067931
82601,4,-4.4782724,3.882548
18575,0,-3.0561314,-7.3494244
163686,1,8.332832,0.17020364
35414,1,8.618744,1.2590282
168420,3,-3.3931062,-0.9464076
100838,2,-4.314842,2.456615
32872,2,-3.6651351,2.3836875
79756,3,-2.704073,-2.45399
83562,2,-4.2956114,2.587244
18870,0,-3.559628,-8.747887
112333,3,-2.8364995,-3.061104
182550,0,-3.7097988,-8.706782
160205,1,8.524592,-0.01661898
77523,4,-4.100367,3.7972775
110832,1,8.765037,1.0730098
5153,1,8.517379,0.2863496
61109,4,-4.283308,3.4697332
14404,1,8.817265,0.97987735
175219,2,-4.573304,2.8945026
158712,1,8.79746,1.1393224
156947,2,-3.6644802,2.451508
166394,4,-4.434378,3.5837414
32898,1,8.335251,0.20095423
97198,0,-3.0064604,-8.35151
113297,3,-3.1893096,-3.635571
144309,4,-4.183468,4.1326833
146349,3,-2.800656,-2.0062473
30501,1,8.840003,1.1791474
117004,4,-4.2670536,3.7914555
18809,0,-3.3818867,-8.2919
161760,2,-4.1299,2.517122
32501,1,6.0566273,-3.4304552
115604,0,-3.7105458,-8.463869
72661,1,8.67631,1.0680276
154306,1,8.638819,1.0031409
59326,0,-3.3686597,-7.2986197
34609,0,-3.6318626,-8.712966
81648,4,-4.0511684,3.7173734
63863,0,-4.0244517,-7.077093
92570,1,8.663817,1.0603529
156526,1,8.582709,0.881553
24086,2,-4.3346424,2.1367385
19235,1,8.694317,0.07680168
23597,4,-4.3340354,4.009522
114949,1,8.975209,1.1542563
52664,1,7.91359,-0.03823063
90621,1,8.882693,0.8920355
32568,4,-4.3128347,3.7585623
77721,4,-5.089248,3.336952
25940,0,-3.5263267,-8.911624
149667,2,-4.276368,2.45872
113209,1,8.005299,-0.11289234
98366,4,-4.5688806,4.162489
171646,4,-4.23854,3.94435
42262,1,5.0435576,-4.6193
119469,4,-4.3472033,4.2344704
46482,2,-4.663775,3.2960687
182133,2,-4.487045,2.9463155
13399,1,8.717892,0.88616025
172031,4,-4.419503,4.33109
116842,4,-4.4832363,4.221609
70481,1,8.198919,0.119970165
15373,2,-4.293659,2.544597
15746,2,-4.6455097,3.1613965
84463,1,8.6555195,0.94044363
111569,1,8.432349,0.9177479
112484,3,-2.868034,-3.3574555
150223,3,-2.8218434,-2.9230728
107738,4,-4.6110067,3.557156
92003,1,8.408418,0.4639806
113002,4,-3.6919177,3.36243
49877,3,-2.7195318,-2.476549
190896,4,-4.0192194,3.6707594
83172,2,-4.4928856,2.544254
70319,4,-4.4162426,3.9645228
187313,4,-4.3580136,4.0319495
20112,1,8.802771,0.97237873
100734,0,-2.9945993,-7.349812
141289,2,-4.339762,2.3838773
112117,4,-4.4799914,4.063783
129554,0,-4.123,-6.6477222
86086,1,8.934201,1.0925586
96883,1,8.823806,0.94824815
116027,0,-3.3858294,-7.6278834
161909,1,8.941824,1.154439
24903,1,8.613225,1.4327607
14319,4,-4.487517,4.1265125
168274,1,5.485285,-4.4377394
39153,1,8.798209,1.2627156
104289,2,-4.5331664,2.6428103
169674,3,-3.124672,-2.2306736
61170,4,-4.4949193,3.5932055
46652,1,6.174885,-4.755545
17409,0,-3.2612913,-7.047554
6085,4,-4.5205784,4.225005
41246,0,-3.4849374,-7.6176467
26319,0,-3.5422676,-8.939222
17677,1,8.783398,1.2300223
17749,3,-2.784554,-1.2884191
49151,4,-4.3205986,3.6915991
20142,4,-4.521704,3.7325063
32531,2,-4.148834,2.466893
160563,4,-4.530521,3.9475696
67501,3,-2.585136,-4.7325573
83476,4,-4.38673,4.178073
91287,1,8.379327,0.46241412
180477,0,-3.7449112,-8.686291
17315,1,5.9963484,-5.1046853
20226,4,-4.467076,3.6261683
165974,3,-2.6461804,-1.0728816
166292,1,8.449179,-0.12262605
163940,2,-4.5989895,3.0392973
116825,1,8.72627,0.9024084
