model,f1_weighted,precision_weighted,recall_weighted,aucpr_weighted,f1_macro,f1_micro,precision_macro,recall_macro,hamming_loss,subset_accuracy
XGBoost_BinaryRelevance,0.3845465743939636,0.4598540008795548,0.3822639296187683,0.4548777413828699,0.2141645524546033,0.42218997771674355,0.2585638325522852,0.23463842671579993,0.01440650372889415,0.8088160050442144
